id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
89e21832-d679-4f7b-9246-52b24bea845c,Could you explain more about how this works in practice? Has anyone else tried this approach and seen similar results?,0,0,0,0,0,0
7592be07-95c5-46e8-8a12-94558361096b,"Go away you worthless piece of trash. What a pathetic loser, crawl back to your cave.",1,1,1,0,0,0
a29a4431-0bfa-4ada-83f7-c497a6bd32bc,"You make me sick, absolute scum of the earth. Go away you worthless piece of trash.",1,0,0,0,1,1
16789a03-146c-44a9-a2aa-fb7e6ab16057,This matches my own experience working in this area. Has anyone else tried this approach and seen similar results?,0,0,0,0,0,0
2ac18b9f-b316-4690-846d-f1c7301ebc6b,"This is the worst garbage I have ever read, idiots. Die in a fire, nobody will miss you.",1,1,1,0,0,1
07023584-d368-4df2-94ba-19591ae28ab2,"Looking forward to seeing how this develops over time. Interesting read, bookmarking this for later.",0,0,0,0,0,0
dbad57dd-0e97-4a3e-a728-ee8a17acbc9c,"What a pathetic loser, crawl back to your cave. What a pathetic loser, crawl back to your cave.",1,0,0,1,1,0
6bff90a6-c70b-4b48-844c-be11a23712a2,I think there's a middle ground we're not seeing yet. Could you explain more about how this works in practice?,0,0,0,0,0,0
9c135ecc-58b8-4a7f-936e-d92e628cbe12,"Interesting read, bookmarking this for later. I think this policy has some interesting trade-offs worth discussing.",0,0,0,0,0,0
0822565e-e17e-4682-a4c0-2fd27c1c0032,Go away you worthless piece of trash. Shut up you stupid fool nobody wants your opinion.,1,0,1,0,0,1
038b82ed-7ecf-449d-ab7c-e3c7eac78d36,"Thanks for sharing, really enjoyed reading this perspective. Has anyone else tried this approach and seen similar results?",0,0,0,0,0,0
0965f4d7-ecb5-44c7-b79b-58198fa95632,"Could you explain more about how this works in practice? The data here is quite compelling, well presented.",0,0,0,0,0,0
06fd1bdf-a380-45ef-80f5-6a63a6a08550,"Does anyone have additional sources on this topic? The data here is quite compelling, well presented.",0,0,0,0,0,0
c3ea55b0-5120-45b1-94b3-bb5f16aec676,"You make me sick, absolute scum of the earth. Go away you worthless piece of trash.",1,0,1,0,0,0
42ec1c6f-0c61-43f8-9380-9dc9a75edc56,I disagree but I can see where you're coming from. This matches my own experience working in this area.,0,0,0,0,0,0
03b2f1d8-5f94-4198-be34-6fdcfb21723b,"I disagree but I can see where you're coming from. Good explanation, very clear and easy to follow.",0,0,0,0,0,0
26637480-347f-4d1a-aa4a-03f2f9d11956,"Looking forward to seeing how this develops over time. Great point, I hadn't considered that angle before.",0,0,0,0,0,0
026085dc-7d27-41e9-864c-be48bbebe8e9,Burn in hell you horrible excuse for a human. You're a complete moron and everyone knows it.,1,0,0,0,0,0
f842e492-0cc4-4e15-b535-3fa26d60d204,Shut up you stupid fool nobody wants your opinion. Go away you worthless piece of trash.,1,0,0,0,1,0
eaa231ae-62d9-4d23-b202-bc0bf6d702a6,"Die in a fire, nobody will miss you. Die in a fire, nobody will miss you.",1,1,0,1,0,0
a35c9dd6-6316-4e09-9609-d47493428dd9,"This research seems solid, the methodology looks sound. The data here is quite compelling, well presented.",0,0,0,0,0,0
19bd996a-b92a-46f5-8df1-6bbc5afb1bb3,"I think there's a middle ground we're not seeing yet. This research seems solid, the methodology looks sound.",0,0,0,0,0,0
c1fdda36-424b-48dd-9026-1cbfc60880b5,"Go away you worthless piece of trash. Die in a fire, nobody will miss you.",1,1,0,0,1,0
958f72b8-cfda-460c-ad25-8e4ce0c54d0c,You're a complete moron and everyone knows it. Shut up you stupid fool nobody wants your opinion.,1,0,0,0,1,0
9eeabe3b-9f61-40f8-bed3-bef1196c4e91,Does anyone have additional sources on this topic? Could you explain more about how this works in practice?,0,0,0,0,0,0
7ac6b80c-6bc3-42aa-b6d6-4786264ed66b,"Great point, I hadn't considered that angle before. I think this policy has some interesting trade-offs worth discussing.",0,0,0,0,0,0
241f0c96-8526-4040-8599-0986dc9e9d3f,This matches my own experience working in this area. Looking forward to seeing how this develops over time.,0,0,0,0,0,0
c5814358-89d2-4502-ab92-548ff72c7475,"Has anyone else tried this approach and seen similar results? This research seems solid, the methodology looks sound.",0,0,0,0,0,0
1febd18f-542b-4106-8e49-6c78b9d0cef2,"This is the worst garbage I have ever read, idiots. What a pathetic loser, crawl back to your cave.",1,1,0,0,0,0
ef02aca6-df0b-45ac-92f6-f9f7f3215875,"I hate people like you, get out of here. Go away you worthless piece of trash.",1,0,1,0,0,0
2ca2cdc2-e76c-49f0-ad66-8b6b661110b4,"You make me sick, absolute scum of the earth. Burn in hell you horrible excuse for a human.",1,1,1,0,0,1
d8a93000-8c32-4f04-9c38-722bd732e812,"Good explanation, very clear and easy to follow. I think there's a middle ground we're not seeing yet.",0,0,0,0,0,0
d67f94f4-ea80-439d-9423-3d9f7150dde5,I think there's a middle ground we're not seeing yet. I disagree but I can see where you're coming from.,0,0,0,0,0,0
618b8761-7752-4add-bb77-9e561a4de406,"Great point, I hadn't considered that angle before. Good explanation, very clear and easy to follow.",0,0,0,0,0,0
058711d4-3470-4f72-9644-d386b96d59a7,"This research seems solid, the methodology looks sound. Thanks for sharing, really enjoyed reading this perspective.",0,0,0,0,0,0
fe0ba2b5-b0fb-4700-a63b-bc70bef6bf83,"Die in a fire, nobody will miss you. Die in a fire, nobody will miss you.",1,0,1,0,1,0
daf96fbd-3701-4e94-b8d2-d8147b05473b,Could you explain more about how this works in practice? This matches my own experience working in this area.,0,0,0,0,0,0
dcf5bc8b-8151-4715-b1ad-2033cab79dcd,"I think this policy has some interesting trade-offs worth discussing. Thanks for sharing, really enjoyed reading this perspective.",0,0,0,0,0,0
ef33f460-478c-420d-a2ef-6469a21ae864,"Good explanation, very clear and easy to follow. Thanks for sharing, really enjoyed reading this perspective.",0,0,0,0,0,0
96aa370d-c7f7-4d3d-a99b-adbf6cff6f3e,I think there's a middle ground we're not seeing yet. Could you explain more about how this works in practice?,0,0,0,0,0,0
19f06054-cf8b-41f5-ada2-0c7c84b35e28,This matches my own experience working in this area. Has anyone else tried this approach and seen similar results?,0,0,0,0,0,0
56b4d109-bafa-4436-a15b-5cdd5a123f07,"Great point, I hadn't considered that angle before. I think this policy has some interesting trade-offs worth discussing.",0,0,0,0,0,0
99db79ff-9131-437d-a64a-f6184e4cced3,"Has anyone else tried this approach and seen similar results? The data here is quite compelling, well presented.",0,0,0,0,0,0
8a4161ed-f885-43c5-b115-8ad93c6290da,"This research seems solid, the methodology looks sound. This research seems solid, the methodology looks sound.",0,0,0,0,0,0
7f0d1a18-8121-4976-ad34-1ce89fb28a99,Has anyone else tried this approach and seen similar results? Appreciate the detailed breakdown of the issue.,0,0,0,0,0,0
9f1825d1-d07f-4a78-a6b5-cac3ba94f90b,Go away you worthless piece of trash. Burn in hell you horrible excuse for a human.,1,0,0,0,0,0
20a376ab-ec26-4491-9ff8-eda21ad5c853,"I disagree but I can see where you're coming from. Good explanation, very clear and easy to follow.",0,0,0,0,0,0
f458dad7-bdde-4dec-8d95-000da2f3da1c,Burn in hell you horrible excuse for a human. You are absolutely disgusting and should be ashamed.,1,0,1,0,1,0
082c9e75-c25e-4f58-ba61-2986a96594d2,"Go away you worthless piece of trash. I hate people like you, get out of here.",1,0,0,0,0,0
36e73d2d-158f-46a9-b55e-faa4fd8f7314,"Could you explain more about how this works in practice? The data here is quite compelling, well presented.",0,0,0,0,0,0
712f18e5-0f6f-450f-8145-8c3b4d476299,"What a pathetic loser, crawl back to your cave. Die in a fire, nobody will miss you.",1,0,1,1,0,0
7ddab116-d7d6-4c87-8eb3-733ca9ba1eb5,You're a complete moron and everyone knows it. Go away you worthless piece of trash.,1,0,1,0,0,0
eef146dd-2701-4f6a-95d0-5cf06b309793,"The data here is quite compelling, well presented. This research seems solid, the methodology looks sound.",0,0,0,0,0,0
d4f41e76-7bd9-4b22-9f6d-86f795dcdde9,"This is the worst garbage I have ever read, idiots. Shut up you stupid fool nobody wants your opinion.",1,0,1,1,1,0
f73093a9-abe0-4b6c-afab-8489466fb683,"Go away you worthless piece of trash. I hate people like you, get out of here.",1,0,1,0,0,0
fe54a093-d7d7-48bb-a6e0-0638baab3c9f,"Appreciate the detailed breakdown of the issue. Interesting read, bookmarking this for later.",0,0,0,0,0,0
96f33f2c-9ef8-471f-a104-3dd6a9656c8d,Could you explain more about how this works in practice? Could you explain more about how this works in practice?,0,0,0,0,0,0
6d134620-3cf2-422e-b853-878f53756390,"Burn in hell you horrible excuse for a human. Die in a fire, nobody will miss you.",1,0,1,0,0,0
374888e9-f2ca-4e8f-bb10-0fd1cf35bfbc,Go away you worthless piece of trash. You are absolutely disgusting and should be ashamed.,1,0,1,0,0,0
e7606bb8-9092-4d54-83d0-d91d4eafafab,"Thanks for sharing, really enjoyed reading this perspective. Appreciate the detailed breakdown of the issue.",0,0,0,0,0,0
a76c196d-46e6-4061-a085-ce4db9fc3fa5,"Interesting read, bookmarking this for later. This research seems solid, the methodology looks sound.",0,0,0,0,0,0
24504cf3-44a0-4321-9890-7f7e77948cd9,"You make me sick, absolute scum of the earth. What a pathetic loser, crawl back to your cave.",1,1,0,0,0,0
05942302-02cc-46a2-8deb-9291470a6ab2,I disagree but I can see where you're coming from. Has anyone else tried this approach and seen similar results?,0,0,0,0,0,0
615fbafa-d834-4903-a942-8d22304f094e,"Die in a fire, nobody will miss you. What a pathetic loser, crawl back to your cave.",1,1,0,0,0,0
edb6689b-3485-4d7d-9a8a-4cdc7ad85ef9,I disagree but I can see where you're coming from. I think this policy has some interesting trade-offs worth discussing.,0,0,0,0,0,0
cc80f5d3-a040-4f62-93b5-a42f11f03690,"Appreciate the detailed breakdown of the issue. Interesting read, bookmarking this for later.",0,0,0,0,0,0
b92a12dd-7639-4086-b08e-4dc2d0c10521,"Die in a fire, nobody will miss you. Go away you worthless piece of trash.",1,0,0,0,1,0
3392473f-4f4f-4f11-b2a9-fa4eb7c221d1,"You are absolutely disgusting and should be ashamed. Die in a fire, nobody will miss you.",1,0,0,0,0,0
d3a8572b-107c-4ec7-b59f-004f93c01b74,Shut up you stupid fool nobody wants your opinion. You're a complete moron and everyone knows it.,1,0,0,0,1,1
d3906016-4161-4c4b-8140-3771b0471150,"You're a complete moron and everyone knows it. This is the worst garbage I have ever read, idiots.",1,1,1,0,0,0
63548e2b-6be9-4a0d-872f-30b794cad263,"Does anyone have additional sources on this topic? Great point, I hadn't considered that angle before.",0,0,0,0,0,0
82fb1e17-dfe0-4821-bf41-82ef8f8fceb9,Appreciate the detailed breakdown of the issue. Does anyone have additional sources on this topic?,0,0,0,0,0,0
22f35072-33e2-4f1a-a15c-ca637c29ca94,"I think there's a middle ground we're not seeing yet. This research seems solid, the methodology looks sound.",0,0,0,0,0,0
1c1286fe-9307-4ad1-94b0-926ac69c3b6d,Looking forward to seeing how this develops over time. Could you explain more about how this works in practice?,0,0,0,0,0,0
3167b9cf-9316-4848-ba91-90b2fff41028,"This is the worst garbage I have ever read, idiots. Burn in hell you horrible excuse for a human.",1,0,0,0,1,0
b4dc1489-6724-4ab6-ab61-b84e4a2182a2,Does anyone have additional sources on this topic? Appreciate the detailed breakdown of the issue.,0,0,0,0,0,0
6bb6d808-a135-44b3-9736-d98ae16d0dbf,Does anyone have additional sources on this topic? I think this policy has some interesting trade-offs worth discussing.,0,0,0,0,0,0
7982ff40-2832-4e0b-8e0f-cc20d8af2696,Appreciate the detailed breakdown of the issue. Could you explain more about how this works in practice?,0,0,0,0,0,0
21431f83-ef45-4ec1-b626-5dae7ba071b1,"This research seems solid, the methodology looks sound. Has anyone else tried this approach and seen similar results?",0,0,0,0,0,0
dd952ed8-36b6-4470-9e3a-254cf84aac26,"Does anyone have additional sources on this topic? This research seems solid, the methodology looks sound.",0,0,0,0,0,0
4d65850e-cbcb-4db4-a3a4-a796d08bfe91,"The data here is quite compelling, well presented. Has anyone else tried this approach and seen similar results?",0,0,0,0,0,0
70dcb709-74aa-470f-84bc-d3a05781016a,"You make me sick, absolute scum of the earth. This is the worst garbage I have ever read, idiots.",1,1,0,1,0,0
316f7544-5660-4352-9e76-5b6640534d07,Has anyone else tried this approach and seen similar results? I think this policy has some interesting trade-offs worth discussing.,0,0,0,0,0,0
cedc01c2-2e2e-40e6-a355-57d75de0c180,Burn in hell you horrible excuse for a human. Burn in hell you horrible excuse for a human.,1,1,1,1,1,0
cd46a2bc-9c25-41a7-84ab-dd2dcabb8dfe,"You're a complete moron and everyone knows it. Die in a fire, nobody will miss you.",1,0,0,0,0,0
506a055a-779f-495d-95a2-8f5a7cfc9eda,You're a complete moron and everyone knows it. Shut up you stupid fool nobody wants your opinion.,1,1,0,0,0,0
251c0b5c-979d-4120-8b08-8aeecb158412,I think there's a middle ground we're not seeing yet. Could you explain more about how this works in practice?,0,0,0,0,0,0
1b05e650-f3ed-4058-a628-414d84a6b758,"Appreciate the detailed breakdown of the issue. Interesting read, bookmarking this for later.",0,0,0,0,0,0
4a34fc26-b39a-44d7-940e-b20fc337e9c3,Burn in hell you horrible excuse for a human. Go away you worthless piece of trash.,1,1,0,0,0,0
88a1ed27-e1e6-4688-97a5-c8ec326225a1,"Go away you worthless piece of trash. This is the worst garbage I have ever read, idiots.",1,1,0,0,1,0
2caca267-6442-4d9f-a7d1-e55b56ba40db,"Die in a fire, nobody will miss you. Go away you worthless piece of trash.",1,0,0,1,0,0
a240aa49-5956-4ef2-9954-3d23004bb3e6,"What a pathetic loser, crawl back to your cave. You make me sick, absolute scum of the earth.",1,0,0,0,0,0
9b954590-1fe4-4266-a13b-10348d415b89,"This matches my own experience working in this area. This research seems solid, the methodology looks sound.",0,0,0,0,0,0
e613ac88-0924-4322-983f-a94d75ab52fe,"You're a complete moron and everyone knows it. What a pathetic loser, crawl back to your cave.",1,0,0,1,0,0
3bc5f74e-04c0-4dc7-a9fb-b7c9cc14632a,"Does anyone have additional sources on this topic? Great point, I hadn't considered that angle before.",0,0,0,0,0,0
79de9cc3-f4b1-4e30-89df-9f8bfa502591,"Interesting read, bookmarking this for later. Appreciate the detailed breakdown of the issue.",0,0,0,0,0,0
4466e7e8-90e9-4b23-831b-7b7987827e8c,Could you explain more about how this works in practice? Could you explain more about how this works in practice?,0,0,0,0,0,0
b5a9ebc7-8a02-46ac-9e66-74f994f901c8,"I think there's a middle ground we're not seeing yet. Great point, I hadn't considered that angle before.",0,0,0,0,0,0
9b1208bd-e05a-405f-9c2b-b22c4fff4858,Appreciate the detailed breakdown of the issue. I think this policy has some interesting trade-offs worth discussing.,0,0,0,0,0,0
38f81517-751e-4acc-a5c3-eba006fea16d,Burn in hell you horrible excuse for a human. You're a complete moron and everyone knows it.,1,1,1,0,0,0
b914899e-3057-4aff-ad29-559a919b8951,"Go away you worthless piece of trash. Die in a fire, nobody will miss you.",1,0,0,0,0,0
737680ac-88e7-4f09-a3fd-5469029b5750,"Thanks for sharing, really enjoyed reading this perspective. Appreciate the detailed breakdown of the issue.",0,0,0,0,0,0
4960b871-a052-4a09-9f2e-875302cfd35b,"Has anyone else tried this approach and seen similar results? The data here is quite compelling, well presented.",0,0,0,0,0,0
443a7300-4c95-4eab-9da6-d5109efa21b4,"Shut up you stupid fool nobody wants your opinion. You make me sick, absolute scum of the earth.",1,0,1,0,1,0
f224d61d-c302-42c8-b833-348c6032462a,"Die in a fire, nobody will miss you. You make me sick, absolute scum of the earth.",1,1,1,0,1,0
933a698e-b272-44d0-bb5c-8e360f48d99e,Does anyone have additional sources on this topic? This matches my own experience working in this area.,0,0,0,0,0,0
d4876719-c25c-4360-85ac-44449bb0496f,I disagree but I can see where you're coming from. Appreciate the detailed breakdown of the issue.,0,0,0,0,0,0
311d367a-3792-468b-8874-7af601a6a14c,"Has anyone else tried this approach and seen similar results? Thanks for sharing, really enjoyed reading this perspective.",0,0,0,0,0,0
f5fabca8-2e3a-4a76-a12e-5dcc6703149e,"What a pathetic loser, crawl back to your cave. You are absolutely disgusting and should be ashamed.",1,0,0,0,1,0
7188a44f-b524-4253-8616-62a50fa844c8,"Looking forward to seeing how this develops over time. Thanks for sharing, really enjoyed reading this perspective.",0,0,0,0,0,0
e207894d-4fac-4eb3-97ea-d7932bac003c,Looking forward to seeing how this develops over time. I disagree but I can see where you're coming from.,0,0,0,0,0,0
5e894964-6569-4ea3-b547-69705c12215f,"I think this policy has some interesting trade-offs worth discussing. Thanks for sharing, really enjoyed reading this perspective.",0,0,0,0,0,0
9280151b-1a64-463f-ad62-3371fcc18ffc,You are absolutely disgusting and should be ashamed. Go away you worthless piece of trash.,1,0,1,0,1,0
f3ad8897-1e46-4f1e-9f18-5510b3197e7a,This matches my own experience working in this area. Appreciate the detailed breakdown of the issue.,0,0,0,0,0,0
cc24f735-fd0f-42aa-830f-a2bbe1b6f48d,"This research seems solid, the methodology looks sound. Looking forward to seeing how this develops over time.",0,0,0,0,0,0
b810889d-bcb8-446c-8e91-b7968a25ce29,"Go away you worthless piece of trash. What a pathetic loser, crawl back to your cave.",1,0,0,0,1,0
39ecb1fb-5191-4468-a02c-90be46e41c87,"You are absolutely disgusting and should be ashamed. This is the worst garbage I have ever read, idiots.",1,0,0,0,1,0
81d8b4ca-af34-48be-bb2c-e9fd45fd8e04,"This research seems solid, the methodology looks sound. Good explanation, very clear and easy to follow.",0,0,0,0,0,0
2c4aed8f-f9a7-4321-ab97-af81495c3106,Could you explain more about how this works in practice? Looking forward to seeing how this develops over time.,0,0,0,0,0,0
3828df36-962a-4c67-80f7-ae7cc0943fcd,"The data here is quite compelling, well presented. Interesting read, bookmarking this for later.",0,0,0,0,0,0
010fe918-ce38-44c9-9784-4365507d4685,"Go away you worthless piece of trash. Die in a fire, nobody will miss you.",1,0,0,0,1,0
3b50026a-f60c-4f06-be2b-28a778cf8830,"You make me sick, absolute scum of the earth. You are absolutely disgusting and should be ashamed.",1,0,1,1,1,0
a7e3c5e7-ce1a-44e8-a2fe-d4dc92ff5f5c,You are absolutely disgusting and should be ashamed. You're a complete moron and everyone knows it.,1,1,0,1,0,0
44a9cef2-8ee4-4ac3-aa9e-7d0f4a6a6a79,"You are absolutely disgusting and should be ashamed. This is the worst garbage I have ever read, idiots.",1,0,0,1,1,1
8790af73-42ca-4368-aa8c-1ef5c5a61f44,Appreciate the detailed breakdown of the issue. Looking forward to seeing how this develops over time.,0,0,0,0,0,0
b18d1b68-d5df-4887-8578-56784500d856,"Burn in hell you horrible excuse for a human. Die in a fire, nobody will miss you.",1,0,0,1,1,0
6f39fbc4-7a59-449e-bca4-241b6930a936,"The data here is quite compelling, well presented. The data here is quite compelling, well presented.",0,0,0,0,0,0
920e522e-edad-48fb-b5b3-1a4e33ea07f4,"This research seems solid, the methodology looks sound. I think there's a middle ground we're not seeing yet.",0,0,0,0,0,0
5d06e968-d058-4685-a582-b9b86ddb5434,"Shut up you stupid fool nobody wants your opinion. This is the worst garbage I have ever read, idiots.",1,0,1,0,0,0
92844d9c-5ced-4861-a1a3-bef32e679da8,"Looking forward to seeing how this develops over time. Great point, I hadn't considered that angle before.",0,0,0,0,0,0
3aa2d153-0d99-4b09-88b0-7bd8b46d0ac9,"You're a complete moron and everyone knows it. I hate people like you, get out of here.",1,1,0,0,0,0
e7467ea4-1785-4be8-a9e1-25a1ce731e19,"Go away you worthless piece of trash. You make me sick, absolute scum of the earth.",1,1,1,0,1,0
e4c4f0ca-3d60-406c-9a83-54dd38d04e5e,"You make me sick, absolute scum of the earth. You're a complete moron and everyone knows it.",1,0,1,0,1,0
11c9f2be-100a-45c2-88eb-c56c7937c2d5,"What a pathetic loser, crawl back to your cave. This is the worst garbage I have ever read, idiots.",1,1,0,0,0,0
9d5ba6b4-21be-4d37-8bac-eb68bf42aa8b,Go away you worthless piece of trash. Burn in hell you horrible excuse for a human.,1,0,0,0,1,0
2f5bc8df-316b-4e4d-af99-0e77666b2fbf,Appreciate the detailed breakdown of the issue. Has anyone else tried this approach and seen similar results?,0,0,0,0,0,0
a9c3a051-f366-4aa1-aeb0-7ad04206f8f4,"I disagree but I can see where you're coming from. The data here is quite compelling, well presented.",0,0,0,0,0,0
6ce13db6-34d0-4e1d-b682-d7a8863d945e,"Shut up you stupid fool nobody wants your opinion. I hate people like you, get out of here.",1,1,1,0,1,0
de742005-9030-4c68-ba32-dd47be971586,"What a pathetic loser, crawl back to your cave. Shut up you stupid fool nobody wants your opinion.",1,0,1,0,1,0
249614ab-b7ac-40ba-8e2d-06da97fa559f,Looking forward to seeing how this develops over time. This matches my own experience working in this area.,0,0,0,0,0,0
bd74f356-d536-4292-8577-09af95e4764a,"This matches my own experience working in this area. Good explanation, very clear and easy to follow.",0,0,0,0,0,0
1ad453b0-a267-4e8b-b4dc-8d4f7a62223a,"Good explanation, very clear and easy to follow. This matches my own experience working in this area.",0,0,0,0,0,0
6d541a8a-fa7a-4a22-b066-826bb7386e79,"You are absolutely disgusting and should be ashamed. This is the worst garbage I have ever read, idiots.",1,0,1,0,1,0
33a450b7-f056-40e3-82e5-2beb7ca91e55,"Thanks for sharing, really enjoyed reading this perspective. Does anyone have additional sources on this topic?",0,0,0,0,0,0
ba5cd707-fc24-4562-8677-c0bccea8b7cd,Has anyone else tried this approach and seen similar results? Has anyone else tried this approach and seen similar results?,0,0,0,0,0,0
409b5d72-2e46-4fea-944e-e95d6d293260,"Appreciate the detailed breakdown of the issue. This research seems solid, the methodology looks sound.",0,0,0,0,0,0
4c4409be-fe78-479c-9438-47d56d2a98fd,"Die in a fire, nobody will miss you. I hate people like you, get out of here.",1,0,0,0,1,0
fc02bdde-b396-4bec-bb78-13bb748aac46,"I disagree but I can see where you're coming from. This research seems solid, the methodology looks sound.",0,0,0,0,0,0
79c64a53-8b43-446a-8fa2-b6e6cc0f5b99,"I think there's a middle ground we're not seeing yet. This research seems solid, the methodology looks sound.",0,0,0,0,0,0
d0ca2016-00e0-4d56-8a0e-c92838273e0a,"Could you explain more about how this works in practice? Great point, I hadn't considered that angle before.",0,0,0,0,0,0
892a1e09-0e9b-4cdf-8dca-ca70467136a7,"Interesting read, bookmarking this for later. I think this policy has some interesting trade-offs worth discussing.",0,0,0,0,0,0
fa5c835b-8c0c-4612-ae21-c59fcb4b0c0a,Go away you worthless piece of trash. Go away you worthless piece of trash.,1,0,1,0,0,0
d8e7fa7e-bef9-425d-a8fd-10176d025188,"Does anyone have additional sources on this topic? Great point, I hadn't considered that angle before.",0,0,0,0,0,0
5709eab4-0ebc-4907-82b7-2359c9bb4189,"Die in a fire, nobody will miss you. Go away you worthless piece of trash.",1,0,0,0,1,0
4dda3682-a7b6-43f6-a1be-1d9ead343607,"Die in a fire, nobody will miss you. Die in a fire, nobody will miss you.",1,0,1,1,1,1
c91a9a68-e2ee-4b63-96f1-26e5463b3039,"This is the worst garbage I have ever read, idiots. You're a complete moron and everyone knows it.",1,0,1,0,1,0
3b65aa74-eb10-42b6-96ed-dfd7cafa8cdb,"This research seems solid, the methodology looks sound. I disagree but I can see where you're coming from.",0,0,0,0,0,0
3f25b448-fccb-4d3c-9212-d965e92073ed,Does anyone have additional sources on this topic? Has anyone else tried this approach and seen similar results?,0,0,0,0,0,0
928701e7-dc27-4596-8df5-c5c6d6427a5e,"Great point, I hadn't considered that angle before. Has anyone else tried this approach and seen similar results?",0,0,0,0,0,0
967c9569-3829-4305-9811-95c228b9a7a8,"What a pathetic loser, crawl back to your cave. What a pathetic loser, crawl back to your cave.",1,0,0,0,1,0
991cb3fe-42f6-4ef1-b859-5ef7a14c41c9,"This matches my own experience working in this area. The data here is quite compelling, well presented.",0,0,0,0,0,0
aa966201-3694-49b6-b96c-9cda253688f4,"Looking forward to seeing how this develops over time. Great point, I hadn't considered that angle before.",0,0,0,0,0,0
9af331f4-0b56-43c4-8d97-dd5a14c29172,You are absolutely disgusting and should be ashamed. You're a complete moron and everyone knows it.,1,0,1,0,1,0
d83726e3-9bd2-44a5-8277-4b59f72b023c,"You're a complete moron and everyone knows it. What a pathetic loser, crawl back to your cave.",1,0,1,0,0,0
8ab8e72d-caa1-4bab-95c3-2b48cabeb1e2,This matches my own experience working in this area. I think there's a middle ground we're not seeing yet.,0,0,0,0,0,0
49474f9f-c481-4bc1-ac4f-6a64291c2c67,"Great point, I hadn't considered that angle before. This matches my own experience working in this area.",0,0,0,0,0,0
91411e48-7efb-4b0e-a5a8-5608d8edd0a0,"Has anyone else tried this approach and seen similar results? Great point, I hadn't considered that angle before.",0,0,0,0,0,0
ec5a1bbe-5a9c-4f11-8923-84321252a814,I think this policy has some interesting trade-offs worth discussing. I think this policy has some interesting trade-offs worth discussing.,0,0,0,0,0,0
c5a7b018-3efc-4524-8522-a51476d0d3f8,"This research seems solid, the methodology looks sound. Interesting read, bookmarking this for later.",0,0,0,0,0,0
